"Pagoda Floating Restaurant","Mon 4:15 pm - 8 pm / Tues 5:30 am - 1 am / Weds 2 pm - 10:45 pm / Thurs - Fri 5:15 pm - 6:15 pm / Sat - Sun 11:15 am - 1 pm"
"Humuhumu - Grand Wailea","Mon 1 pm - 10:30 pm / Tues 9:45 am - 4 pm / Weds - Thurs 5 am - 12:15 pm / Fri, Sun 2:30 pm - 12 pm / Sat 1:45 pm - 8:15 pm"
"5 Palms Restaurant","Mon 6 am - 4:30 pm / Tues 5:30 pm - 6:15 pm / Weds 8:15 am - 9:15 am / Thurs 11:15 am - 2:15 pm / Fri 3:15 pm - 2:15 am / Sat 3 pm - 2:45 am / Sun 2:30 pm - 2:45 am"
"Hoku's","Mon 1:15 pm - 5:15 pm / Tues 10:30 am - 6:45 pm / Weds 11:45 am - 4:45 pm / Thurs - Fri 1 pm - 1:15 am / Sat 3:45 pm - 1 am / Sun 5:30 am - 5:15 pm"
"Il Lupino","Mon 12:30 pm - 6:15 pm / Tues 3:15 pm - 11:30 pm / Weds - Thurs 6 am - 6:15 pm / Fri 8:45 am - 9 am / Sat 7 am - 12:15 pm / Sun 12:45 pm - 7:45 pm"
"Wai’olu Ocean View Lounge","Mon 7:15 am - 7:15 pm / Tues 10 am - 4:45 pm / Weds, Fri 9 am - 3:15 pm / Thurs 12 pm - 9 pm / Sat 10:15 am - 11:15 pm / Sun 11:30 am - 1 am"
"Lahaina Fish Co.","Mon, Weds 10:15 am - 11:15 pm / Tues 1:45 pm - 12:15 pm / Thurs 11:45 am - 9:15 pm / Fri 9 am - 5:15 pm / Sat 6:45 am - 8:15 pm / Sun 1:45 pm - 3:15 pm"
"Ilima Terrace - Grand Hyatt Kauai","Mon, Weds 9 am - 4:30 pm / Tues 7:45 am - 2:30 am / Thurs 6:45 am - 12:45 pm / Fri 10:30 am - 2:15 am / Sat 4 pm - 9:15 pm / Sun 10:15 am - 11:45 pm"
"Sushi Shiono","Mon, Fri 10:15 am - 1 am / Tues, Sun 1:15 pm - 12:15 pm / Weds - Thurs 4:30 pm - 2 am / Sat 10 am - 8:30 pm"
"Japengo - Waikiki","Mon - Tues, Fri - Sat 10:30 am - 10:45 pm / Weds 10:30 am - 4:30 pm / Thurs 1:45 pm - 1:15 am / Sun 1:15 pm - 3:15 pm"
"Sansei Seafood Restaurant & Sushi Bar - WAIKOLOA Hawaii","Mon - Tues 8:15 am - 4:45 pm / Weds 5:15 am - 1 pm / Thurs 2:30 pm - 9:15 pm / Fri, Sun 12:45 pm - 5:30 pm / Sat 1:30 pm - 4:15 pm"
"'Ulu Ocean Grill and Sushi Lounge","Mon, Fri 2:30 pm - 8 pm / Tues 11 am - 2 pm / Weds 1:15 pm - 3:15 am / Thurs 10 am - 3:15 am / Sat 5 am - 11:30 am / Sun 10:45 am - 5 pm"
"Restaurant & Bar KO","Mon - Tues 4:30 pm - 10 pm / Weds 6 am - 7:30 pm / Thurs 1:15 pm - 3:45 am / Fri 6:15 am - 6:45 pm / Sat 6:15 am - 12:15 pm / Sun 5:15 pm - 2:15 am"
"Haliimaile General Store","Mon 12:45 pm - 1:45 pm / Tues 3:30 pm - 8:45 pm / Weds 2:30 pm - 9:30 pm / Thurs 1:45 pm - 11 pm / Fri, Sun 2:45 pm - 5 pm / Sat 3 pm - 1:30 am"
"Nick's Fishmarket Maui","Mon, Fri 9:30 am - 8:15 pm / Tues - Weds 5:45 am - 5:15 pm / Thurs 8:45 am - 11:15 am / Sat 2:30 pm - 12:30 pm / Sun 7:30 am - 7 pm"
"Kincaid's - Honolulu","Mon 7:15 am - 3:30 pm / Tues - Weds 7:30 am - 5:45 pm / Thurs 1:15 pm - 9:30 pm / Fri, Sun 12 pm - 8:30 pm / Sat 5 am - 7 pm"
"Monkeypod Kitchen - Ko Olina","Mon, Thurs 5:45 am - 8:15 pm / Tues - Weds 7 am - 1:45 pm / Fri 3:30 pm - 6:15 pm / Sat - Sun 1:30 pm - 2:30 am"
"Charley's Restaurant & Saloon","Mon, Thurs 7 am - 4:15 pm / Tues - Weds 9 am - 12 pm / Fri 4:45 pm - 1 am / Sat 4:45 pm - 2:30 am / Sun 6:30 am - 1:45 am"
"Saltimbocca","Mon - Tues 2:45 pm - 6:45 pm / Weds 4:45 pm - 3:30 am / Thurs 10 am - 6:15 pm / Fri 5:15 pm - 8:45 pm / Sat 5:15 pm - 1:30 am / Sun 1:45 pm - 1 am"
"Ocean House Restaurant","Mon 5:30 am - 11:45 pm / Tues 5:30 pm - 12 pm / Weds - Thurs 9 am - 3:15 pm / Fri 3 pm - 11:45 pm / Sat 4:45 pm - 10:30 pm / Sun 2:45 pm - 11:45 pm"
"Kai Sushi - The Ritz-Carlton Kapalua","Mon - Tues 2:30 pm - 12:15 pm / Weds, Sun 1 pm - 5 pm / Thurs, Sat 11:15 am - 4 pm / Fri 5 am - 10 pm"
"The Terrace Chef-Crafted - The Ritz-Carlton Kapalua","Mon, Weds, Fri 2:45 pm - 10:30 pm / Tues, Thurs 3 pm - 7:30 pm / Sat 5 am - 10:15 am / Sun 5:45 pm - 8 pm"
"Roy's Waikoloa Bar & Grill","Mon 4:30 pm - 11 pm / Tues 4:30 pm - 1:15 am / Weds 3:45 pm - 11:30 pm / Thurs 11 am - 8:45 pm / Fri 6:45 am - 9:45 pm / Sat 3:15 pm - 12:45 pm / Sun 2:45 pm - 8:30 pm"
"Fresco - Hilton Hawaiian Village","Mon, Fri 7:15 am - 9:15 pm / Tues 1:15 pm - 10:15 pm / Weds 5:45 am - 8 pm / Thurs 10:45 am - 11 am / Sat 5 pm - 12 pm / Sun 12:45 pm - 10:30 pm"
"The Pineapple Room by Alan Wong","Mon 3:30 pm - 7:45 pm / Tues 1:45 pm - 9:15 pm / Weds 9:30 am - 11:15 pm / Thurs - Fri 11:30 am - 11:45 pm / Sat 7:45 am - 8:30 pm / Sun 1:15 pm - 8:15 pm"
"Grand Dining Room - Grand Wailea - Waldorf Astoria","Sat - Mon 1:15 pm - 4:15 pm / Tues 9:15 am - 6:45 pm / Weds 4:15 pm - 5:30 pm / Thurs 9 am - 10:30 pm / Fri 3:30 pm - 7 pm"
"Kobe Japanese Steak House Maui","Mon, Thurs 2:15 pm - 5:15 pm / Tues - Weds, Sun 3:45 pm - 5 pm / Fri 6:30 am - 9:15 am / Sat 10:15 am - 3:15 am"
"Casa di Amici","Mon - Fri 5:30 am - 1:30 am / Sat 5 am - 5:15 pm / Sun 1:30 pm - 3:45 am"
"Black Rock Steak & Seafood","Mon 8 am - 3:30 pm / Tues 9:15 am - 12:15 pm / Weds 12 pm - 10 pm / Thurs 11:30 am - 3:45 am / Fri 9 am - 1:15 am / Sat - Sun 7:45 am - 11:45 pm"
"Kono's on the Green","Mon 12:45 pm - 8:15 pm / Tues 12:45 pm - 2:15 pm / Weds, Sat - Sun 9 am - 3:45 pm / Thurs 10:15 am - 4:15 pm / Fri 1:15 pm - 12 pm"
"Fu Lin Seafood Chinese Restaurant","Mon, Sat 2 pm - 2:30 am / Tues 7:15 am - 3:15 pm / Weds 11:15 am - 3:45 pm / Thurs 3:15 pm - 12:15 pm / Fri 7:15 am - 2:15 pm / Sun 3:45 pm - 8:45 pm"
"Mac 24/7 Bar & Restaurant","Sun - Mon 9:45 am - 11:30 am / Tues - Weds 3:15 pm - 9:15 pm / Thurs, Sat 11:30 am - 5:15 pm / Fri 8:45 am - 5:45 pm"
"Rita's Steak & Fish House","Mon 5:45 pm - 11:45 pm / Tues 2:15 pm - 5:45 pm / Weds, Fri 1 pm - 9 pm / Thurs 5 am - 12:30 pm / Sat 3 pm - 5:30 pm / Sun 2:15 pm - 1:15 am"
"Gerard's Restaurant Maui","Sun - Mon, Thurs 1 pm - 2:30 am / Tues - Weds 12:45 pm - 7:45 pm / Fri 11:30 am - 5:45 pm / Sat 4 pm - 10:30 pm"
"Stage Restaurant Hawaii","Mon, Weds 5:45 am - 3:30 am / Tues 5 am - 12:15 pm / Thurs, Sat 12 pm - 10:45 pm / Fri 7:30 am - 1:15 pm / Sun 9 am - 3:30 am"
"Rays on the Bay","Mon 9 am - 8:30 pm / Tues - Weds 10:15 am - 3:15 am / Thurs, Sat 2 pm - 8:15 pm / Fri 12 pm - 1 am / Sun 7:30 am - 8 pm"
"Roy's - Kaanapali","Mon, Weds - Thurs 9:30 am - 5:45 pm / Tues 10:30 am - 9 pm / Fri 1 pm - 4:45 pm / Sat - Sun 8 am - 1:45 pm"
"Chart House - Waikiki","Mon, Weds 12:30 pm - 3:15 am / Tues, Sat 5:15 am - 10:45 pm / Thurs 2:15 pm - 4 pm / Fri 4:15 pm - 9:15 pm / Sun 7:30 am - 10:30 am"
"Kailani","Sun - Weds 10 am - 2 pm / Thurs 12:45 pm - 1:15 pm / Fri 4:15 pm - 1 am / Sat 11:15 am - 1 am"
"Cactus","Mon, Thurs 5 pm - 7:30 pm / Tues, Sat - Sun 7 am - 8:30 am / Weds 4 pm - 9:15 pm / Fri 4:30 pm - 5:15 pm"
"Sale Pepe","Mon, Weds 1:45 pm - 12:45 pm / Tues 11:30 am - 6:30 pm / Thurs, Sun 5 pm - 9 pm / Fri 8:30 am - 9:15 pm / Sat 12:45 pm - 10:15 pm"
"Eggs 'N Things","Mon 9:15 am - 10 pm / Tues 5:45 pm - 10:15 pm / Weds, Sat 6:45 am - 8:15 am / Thurs 5:45 pm - 7:30 pm / Fri 2:45 pm - 9:45 pm / Sun 3:45 pm - 3:15 am"
"Mala Ocean Tavern - Lahaina","Mon 1:45 pm - 1 am / Tues - Weds 4:15 pm - 3 am / Thurs - Fri 1:15 pm - 4:45 pm / Sat 11:45 am - 1:15 pm / Sun 12 pm - 9:30 pm"
"Keei Cafe","Mon 3:30 pm - 8 pm / Tues, Fri 1:30 pm - 2:45 am / Weds 7:15 am - 9:45 am / Thurs, Sat 7:15 am - 8:30 pm / Sun 8:30 am - 8:30 pm"
"W Bistro at 1010","Mon - Tues 9 am - 7:30 pm / Weds, Sat 5:30 pm - 1:15 am / Thurs 11:45 am - 3 am / Fri, Sun 11:15 am - 7:30 pm"
"Kupanaha (Ka'anapali Dinner Theater)","Mon 5:15 am - 12:30 pm / Tues, Fri 9:45 am - 1 pm / Weds 2:45 pm - 10 pm / Thurs 6:30 am - 11:15 pm / Sat 11 am - 1:15 am / Sun 3 pm - 1:15 am"
"Seoul Jung - Waikiki Resort Hotel","Mon, Fri 8:45 am - 10:30 pm / Tues 1 pm - 7 pm / Weds - Thurs, Sun 10:15 am - 8:15 pm / Sat 10 am - 7:15 pm"
"Pa'akai (FKA: Twenty One Degrees North)","Mon - Tues 4 pm - 1:15 am / Weds 3 pm - 5:45 pm / Thurs 5:45 pm - 10 pm / Fri, Sun 10:15 am - 11:30 pm / Sat 10:45 am - 12 pm"
"Kenichi Pacific","Mon - Weds 11:15 am - 9:45 pm / Thurs 1:30 pm - 3:45 am / Fri 7 am - 3:30 am / Sat - Sun 8:15 am - 12:30 pm"
"Hapuna-Coast Grille","Mon, Fri 3 pm - 6 pm / Tues 11:45 am - 2:15 am / Weds 7:45 am - 1 am / Thurs 3 pm - 4:15 pm / Sat 8 am - 4 pm / Sun 8:15 am - 8:15 pm"
"Tidepools - Grand Hyatt Kauai","Mon 5 pm - 10:45 pm / Tues, Fri 1:15 pm - 6:30 pm / Weds 11 am - 12:15 pm / Thurs 4:45 pm - 8 pm / Sat 6:15 am - 9:30 am / Sun 12:15 pm - 8:30 pm"
"Merriman's - Poipu","Mon, Sat 5:45 pm - 12:15 pm / Tues 4:45 pm - 1 am / Weds, Fri 4:15 pm - 6:30 pm / Thurs 6:30 am - 3 am / Sun 8:45 am - 12 pm"
"Orchids at Halekulani","Mon, Weds - Thurs, Sat 2:15 pm - 1:45 am / Tues, Fri, Sun 10:15 am - 2:30 am"
"Miyako Japanese Restaurant","Mon, Weds 11 am - 12:30 pm / Tues 3:15 pm - 5 pm / Thurs 9 am - 10:45 am / Fri 10:15 am - 10:15 pm / Sat 2:15 pm - 1:15 am / Sun 3 pm - 12:15 pm"
"SHOR American Seafood Grill at Hyatt Waikiki","Mon - Tues 4:45 pm - 12 pm / Weds 11 am - 10:45 pm / Thurs 5:30 pm - 1:30 am / Fri 7 am - 3:30 am / Sat 1 pm - 10:45 pm / Sun 5 pm - 10 pm"
"Cane & Canoe - Montage Kapalua Bay","Mon 3:15 pm - 12 pm / Tues 3:30 pm - 1 am / Weds - Thurs 7:45 am - 3:45 am / Fri 10:45 am - 9:30 pm / Sat 3:45 pm - 11 pm / Sun 2:30 pm - 11:30 pm"
"Monstera Noodles & Sushi","Mon, Weds 7 am - 9 pm / Tues 11:45 am - 2 am / Thurs 9 am - 4:15 pm / Fri, Sun 11:15 am - 3:15 am / Sat 3:30 pm - 1:15 am"
"Honu's on the Beach Restaurant","Mon, Fri 12:45 pm - 4 pm / Tues - Weds, Sun 2:15 pm - 2:15 am / Thurs 11:15 am - 3 pm / Sat 3:30 pm - 12:45 pm"
"Ryan's Grill","Mon, Sat 11:30 am - 12 pm / Tues, Fri 7 am - 7:30 pm / Weds 12:30 pm - 6:15 pm / Thurs 6:15 am - 8:15 am / Sun 11:30 am - 11 pm"
"Kalaheo Steak and Ribs","Sun - Tues, Fri 9:30 am - 11:30 am / Weds 12 pm - 4:15 pm / Thurs 1 pm - 8:15 pm / Sat 3:45 pm - 5 pm"
"Imari Teppanyaki - Hilton Waikoloa Village","Mon 2:15 pm - 11:45 pm / Tues 9:45 am - 6:30 pm / Weds 5:30 am - 5:30 pm / Thurs, Sat 6:45 am - 12:15 pm / Fri 5:15 pm - 6:30 pm / Sun 11:15 am - 11:45 pm"
"Don the Beachcomber - Royal Kona Resort","Mon - Tues 11:45 am - 3:45 am / Weds 12:15 pm - 1:15 am / Thurs 12:15 pm - 8 pm / Fri, Sun 3:45 pm - 9:15 pm / Sat 1:45 pm - 6:45 pm"
"Mimasuya Italiano of Kyoto","Mon 6:15 am - 11:30 pm / Tues - Weds 5:30 am - 6:30 pm / Thurs 5:45 am - 8 am / Fri 3:15 pm - 11:15 pm / Sat 2:15 pm - 1:15 am / Sun 3:15 pm - 3 am"
"Lanai City Grille","Mon - Tues 5:15 am - 9 pm / Weds 7:15 am - 12:15 pm / Thurs 4:30 pm - 12:30 pm / Fri 5:45 pm - 3:15 am / Sat - Sun 10 am - 2:45 pm"
"Beach Tree at the Hualalai","Mon - Tues 11 am - 3:45 pm / Weds 12:15 pm - 2:15 am / Thurs - Fri 1:30 pm - 3:15 am / Sat 11:45 am - 7 pm / Sun 1:45 pm - 4:30 pm"
"Makana Terrace - St. Regis - Hawaii","Mon 5 pm - 12:30 pm / Tues 8:45 am - 3:15 pm / Weds 3:45 pm - 5:30 pm / Thurs 4:45 pm - 2 am / Fri 3:30 pm - 4:30 pm / Sat 6:15 am - 6:15 pm / Sun 6 am - 9:30 am"
"Sam Choy's Kai Lanai","Mon 2:30 pm - 11:15 pm / Tues 8 am - 11:45 pm / Weds - Thurs 5:15 pm - 10:15 pm / Fri 5 pm - 3:15 am / Sat 9:15 am - 10 am / Sun 3 pm - 1:15 am"
"Pulehu an Italian Grill","Mon - Tues, Fri 3 pm - 10 pm / Weds 11:45 am - 6:15 pm / Thurs 5:45 am - 4:45 pm / Sat - Sun 11:45 am - 7 pm"
"Pacific'O","Sun - Mon 6:45 am - 10 am / Tues, Thurs 11 am - 12:45 pm / Weds 8:30 am - 5:15 pm / Fri 12:45 pm - 3:15 pm / Sat 5:30 am - 11:15 am"
"Ola at Turtle Bay","Mon 5:30 am - 7 am / Tues 2:45 pm - 11:15 pm / Weds 6:30 am - 9:30 pm / Thurs - Fri 6:45 am - 3 am / Sat 5:30 am - 4 pm / Sun 4:15 pm - 6:15 pm"
"Odoriko Restaurant","Mon 6:45 am - 5:30 pm / Tues - Weds 12 pm - 4:45 pm / Thurs 2 pm - 8:15 pm / Fri 9:30 am - 8:15 pm / Sat 7 am - 2 pm / Sun 4:45 pm - 11 pm"
"Tortilla Republic","Mon, Weds - Thurs 8 am - 1:30 am / Tues 2:30 pm - 7 pm / Fri 11:30 am - 2:30 am / Sat 6:45 am - 2:30 pm / Sun 2:45 pm - 2:30 am"
"Cafe Portofino - Marriott Kauai","Sun - Mon 8 am - 9:15 am / Tues - Weds 1:45 pm - 9 pm / Thurs - Fri 12:45 pm - 1:15 am / Sat 7:15 am - 1 pm"
"The Plantation House Restaurant","Mon, Sat 11:45 am - 12:15 pm / Tues - Weds 5 am - 11:15 pm / Thurs 1:15 pm - 10:15 pm / Fri 9:45 am - 3 pm / Sun 2:15 pm - 6:15 pm"
"Mediterranean Gourmet","Mon, Fri 7:45 am - 2 am / Tues - Weds 10:45 am - 12:45 pm / Thurs, Sun 9:15 am - 7:30 pm / Sat 5:15 pm - 6:15 pm"
"Shokudo - Honolulu","Mon - Tues 8:30 am - 4:30 pm / Weds 1:30 pm - 2:15 pm / Thurs 11 am - 10:30 pm / Fri 5:30 pm - 8 pm / Sat - Sun 1:45 pm - 12:30 pm"
"Cafe Pesto - Kawaihae Harbor","Mon 3:45 pm - 12:45 pm / Tues - Weds, Fri 8:30 am - 10:15 am / Thurs 3:30 pm - 10:15 pm / Sat 2:15 pm - 3:45 am / Sun 7 am - 3:30 pm"
"Kauai Ono","Mon 10:30 am - 10:30 pm / Tues, Fri - Sat 3:15 pm - 7:15 pm / Weds - Thurs 8 am - 9:45 pm / Sun 7:30 am - 1:15 am"
"The Grove - Kailua","Mon - Tues 12:45 pm - 11:45 pm / Weds 3:30 pm - 10:15 pm / Thurs 5:45 pm - 10:30 pm / Fri 3:45 pm - 3 am / Sat 12:30 pm - 3:45 am / Sun 7:15 am - 7:15 pm"
"Rokkaku Ala Moana","Mon - Tues 9 am - 11:30 am / Weds 10:30 am - 6:15 pm / Thurs 12:15 pm - 1 pm / Fri 10:30 am - 4:15 pm / Sat 4 pm - 9:30 pm / Sun 1 pm - 2:45 pm"
"Baci Bistro","Mon 5:15 am - 8:30 am / Tues, Sat 7:30 am - 2 pm / Weds 8 am - 12:45 pm / Thurs 3:30 pm - 2:45 am / Fri 2:15 pm - 12:15 pm / Sun 1:15 pm - 10:15 pm"
"Brasserie Du Vin","Mon 1 pm - 6 pm / Tues, Thurs 3:45 pm - 5:45 pm / Weds 10 am - 11:15 pm / Fri - Sat 9:30 am - 7:15 pm / Sun 4:30 pm - 3:15 am"
"Leilani's on the Beach - Kaanapali","Mon 3:30 pm - 6:15 pm / Tues 5 pm - 1:15 am / Weds 2:15 pm - 10:45 pm / Thurs - Fri, Sun 7:15 am - 1:15 am / Sat 7:15 am - 12:45 pm"
"Formaggio Grill Kailua","Mon - Weds 2 pm - 2:45 am / Thurs 5 pm - 12:45 pm / Fri 7:30 am - 5:30 pm / Sat 9:45 am - 9 pm / Sun 2:15 pm - 5:30 pm"
"Leis Family Class Act Restaurant","Mon 5:15 pm - 6:30 pm / Tues 3:30 pm - 5 pm / Weds 4:45 pm - 10 pm / Thurs, Sat 3 pm - 8:15 pm / Fri 10:45 am - 12:45 pm / Sun 5:30 pm - 1:15 am"
"Bistro Casanova","Mon, Sat 5 pm - 2:45 am / Tues 8:30 am - 7:30 pm / Weds 2:45 pm - 12:45 pm / Thurs 5:30 am - 8:45 pm / Fri 10 am - 1 pm / Sun 4 pm - 12:45 pm"
"Blue Dragon Restaurant","Mon 5:45 am - 7:30 pm / Tues 4 pm - 6:45 pm / Weds 9:30 am - 1:30 pm / Thurs, Sat 4 pm - 2:15 am / Fri 1:30 pm - 9:30 pm / Sun 12 pm - 1 pm"
"Pizzetta in Old Koloa Town","Mon - Weds 8:45 am - 10 am / Thurs 1:15 pm - 2:30 pm / Fri 3:15 pm - 6:30 pm / Sat 5:15 pm - 6:30 pm / Sun 1:45 pm - 6:15 pm"
"Duke's Beach House Maui","Mon - Tues 2:45 pm - 7:45 pm / Weds - Thurs 11:15 am - 6:45 pm / Fri 8:15 am - 10 am / Sat 12:30 pm - 5:15 pm / Sun 4:30 pm - 2:15 am"
"Plumeria Beach House","Mon 1:45 pm - 11:45 pm / Tues 9 am - 4:15 pm / Weds - Thurs, Sun 2:15 pm - 7:45 pm / Fri 7:30 am - 8:30 am / Sat 5:45 am - 8:15 am"
"Restaurant Epic","Mon 3:45 pm - 7:15 pm / Tues, Thurs, Sun 4:15 pm - 12:15 pm / Weds 12:15 pm - 1:45 am / Fri 11:45 am - 5:15 pm / Sat 1:15 pm - 3:30 pm"
"Joe's Bar & Grill","Mon - Tues, Sat 12:15 pm - 6:45 pm / Weds 3:45 pm - 3:45 am / Thurs 10:15 am - 3:15 am / Fri 5:30 pm - 1:45 am / Sun 5:15 pm - 7 pm"
"Cafe Pesto - Hilo Bay","Mon - Tues 6:45 am - 1 am / Weds - Fri, Sun 8 am - 10:30 pm / Sat 2 pm - 7:30 pm"
"Kauai Pasta Kauai","Mon - Tues 4:15 pm - 5:15 pm / Weds, Fri 7:15 am - 4:45 pm / Thurs 6 am - 4:45 pm / Sat 8:15 am - 1:30 pm / Sun 5:45 pm - 9:45 pm"
"Casanova Makawao","Mon, Fri 3 pm - 8:45 pm / Tues, Sun 1 pm - 9:15 pm / Weds, Sat 7 am - 2:45 am / Thurs 4:15 pm - 7 pm"
"Buca di Beppo - Honolulu","Mon 5:15 am - 7:30 am / Tues - Weds 11:15 am - 2:15 am / Thurs 5 am - 1:30 am / Fri 5:30 pm - 1:15 am / Sat 5 pm - 1:45 am / Sun 7 am - 3:45 am"
"North Shore Kula Grille","Mon, Weds 5:30 pm - 2:30 am / Tues, Thurs 7 am - 6 pm / Fri 6:15 am - 8 am / Sat 2:45 pm - 3:30 pm / Sun 1:15 pm - 8 pm"
"Plantation Gardens","Mon 12 pm - 6:30 pm / Tues 12:45 pm - 3:15 pm / Weds 5:30 pm - 11:30 pm / Thurs 10:45 am - 12:15 pm / Fri 10:30 am - 3:15 am / Sat 7:45 am - 5:15 pm / Sun 2:45 pm - 1 am"
"Market Fresh Bistro","Mon 10:45 am - 4:30 pm / Tues 4 pm - 8:30 pm / Weds 2 pm - 2:30 am / Thurs, Sun 4:15 pm - 1:15 am / Fri - Sat 8:45 am - 12:15 pm"
"Tiki's Grill & Bar","Mon 5:45 am - 3:15 am / Tues 1:30 pm - 3:15 pm / Weds 8:30 am - 9 pm / Thurs 7 am - 12:15 pm / Fri 11:30 am - 4 pm / Sat 1:30 pm - 7:30 pm / Sun 12 pm - 1:30 am"
"Grand Cafe & Bakery","Mon - Tues 11:15 am - 8:15 pm / Weds 7:45 am - 8:30 pm / Thurs, Sat 11:30 am - 10:15 pm / Fri 10:45 am - 5:15 pm / Sun 4 pm - 3:15 am"
"Island Lava Java Bistro","Mon - Tues 5:30 pm - 6:30 pm / Weds 12:15 pm - 2 am / Thurs, Sun 7 am - 9 am / Fri 7:15 am - 1:45 pm / Sat 9 am - 9 pm"
"Hula Grill - Kaanapali","Mon - Tues 9 am - 12 pm / Weds 5:45 pm - 1:45 am / Thurs 11:15 am - 3 am / Fri 5 pm - 12:30 pm / Sat 3:45 pm - 5:15 pm / Sun 5 pm - 2:15 am"
"Tiki Terrace (Ka'anapali Beach Hotel)","Sun - Mon 11 am - 9 pm / Tues - Weds 5:30 am - 5:30 pm / Thurs 5:45 am - 11:15 am / Fri - Sat 1 pm - 4:45 pm"
"Monkeypod Kitchen - Wailea","Mon, Weds, Fri 8:30 am - 2 am / Tues 3 pm - 3:45 am / Thurs 4 pm - 7:30 pm / Sat 10 am - 8:45 pm / Sun 11:15 am - 3 pm"
"Three's Bar & Grill","Mon 8:45 am - 12 pm / Tues 8:30 am - 1:15 pm / Weds 9:15 am - 6:15 pm / Thurs 8:30 am - 3:30 pm / Fri 6:45 am - 10 pm / Sat 7:15 am - 5:45 pm / Sun 5:45 am - 5:30 pm"
"Manoli's Pizza Company","Mon 6:15 am - 3:30 am / Tues 10:15 am - 2:45 pm / Weds, Sat 11:30 am - 6 pm / Thurs 7:30 am - 6 pm / Fri 10:45 am - 12 pm / Sun 5 pm - 6:15 pm"
"Cafe Sistina","Mon - Tues 8:30 am - 12 pm / Weds, Sun 5:45 pm - 10:45 pm / Thurs, Sat 4:45 pm - 2:30 am / Fri 12 pm - 7:45 pm"
"Kaunaoa Bar & Grill","Mon 5:45 am - 7:30 pm / Tues, Sat 11:45 am - 4 pm / Weds, Sun 12:15 pm - 2 am / Thurs 5:45 pm - 8 pm / Fri 1 pm - 7:45 pm"
"D'Amico's Italian Market Cafe - Katy","Mon 9:30 am - 11 am / Tues 11:30 am - 8:30 pm / Weds, Fri, Sun 1:45 pm - 5 pm / Thurs 8:15 am - 6:45 pm / Sat 2 pm - 9 pm"
"Ibiza Food and Wine Bar","Mon - Tues 3:45 pm - 7:15 pm / Weds 12:30 pm - 9 pm / Thurs 1:15 pm - 2:45 pm / Fri 9:30 am - 12:45 pm / Sat - Sun 10:15 am - 11 am"
"The Capital Grille - Houston - CityCentre","Mon, Thurs, Sat 5:15 am - 12:30 pm / Tues 6 am - 1:15 am / Weds 7:15 am - 12 pm / Fri 11:15 am - 6:30 pm / Sun 1 pm - 1:30 am"
"Perry's Steakhouse & Grille - Champions","Mon, Sat 1:45 pm - 2 am / Tues, Fri 11:45 am - 7 pm / Weds 4:15 pm - 11:45 pm / Thurs 9 am - 9 pm / Sun 4:45 pm - 1:30 am"
"Post Oak Grill","Mon - Tues 9 am - 5:45 pm / Weds 2:30 pm - 7:15 pm / Thurs 5:15 pm - 9:15 pm / Fri, Sun 11:30 am - 2 am / Sat 4:15 pm - 5:45 pm"
"Churrascos - River Oaks","Mon 3:30 pm - 4:15 pm / Tues, Sun 11 am - 5 pm / Weds 10:15 am - 11:30 pm / Thurs 7:30 am - 1:45 am / Fri 10 am - 2:45 pm / Sat 6:30 am - 8:45 am"
"Seasons 52 - Westheimer","Mon 10:15 am - 1:15 pm / Tues, Sat 7:45 am - 4 pm / Weds 3:45 pm - 5 pm / Thurs 4:15 pm - 5:45 pm / Fri 2:45 pm - 8 pm / Sun 1:45 pm - 7 pm"
"Palm Restaurant - Houston","Mon - Tues, Thurs - Fri 12:15 pm - 6:45 pm / Weds, Sun 10:30 am - 12 pm / Sat 3 pm - 1:45 am"
"Mascalzone","Sun - Tues 11 am - 3:45 pm / Weds - Thurs 10:30 am - 4:30 pm / Fri 2:45 pm - 4:15 pm / Sat 1:30 pm - 4 pm"
"The Capital Grille - Houston","Sun - Mon 12:15 pm - 6 pm / Tues 11:30 am - 7:45 pm / Weds 5:30 am - 8:15 pm / Thurs 5:45 pm - 10 pm / Fri 11:15 am - 2:15 pm / Sat 12:45 pm - 6 pm"
"Tony Mandola's","Mon 5:30 am - 6:45 pm / Tues 5 am - 5 pm / Weds, Sun 9:45 am - 3:45 pm / Thurs 11:45 am - 2:15 am / Fri 8 am - 3 am / Sat 8:45 am - 2:45 am"
"Churrascos - Westchase","Mon, Weds 1:30 pm - 12:15 pm / Tues 2:45 pm - 7:45 pm / Thurs 6:15 am - 4:30 pm / Fri, Sun 2:45 pm - 3 pm / Sat 1 pm - 10 pm"
"Kona Grill - Houston","Mon 12:45 pm - 5:30 pm / Tues 5 pm - 11:15 pm / Weds 11:15 am - 3:30 am / Thurs 3 pm - 10:45 pm / Fri 11 am - 12:45 pm / Sat 2 pm - 12:15 pm / Sun 2:45 pm - 3 pm"
"Antica Osteria","Mon - Weds, Fri 3 pm - 10 pm / Thurs 10:30 am - 3 am / Sat 9:45 am - 11 pm / Sun 5:15 pm - 2:45 am"
"Preview","Mon - Tues, Thurs 1:30 pm - 4 pm / Weds, Sat 6:30 am - 11:30 pm / Fri 5:15 am - 10:30 pm / Sun 1:45 pm - 7:30 pm"
